Provider Number,Hospital Name,State,ZIP Code,County Name,heart attack,heart failure,Pneumonia
180009,KING'S DAUGHTERS' MEDICAL CENTER,KY,41101,BOYD,15.3,12,11.7
180010,SAINT JOSEPH HOSPITAL,KY,40504,FAYETTE,15.5,11.8,11.7
180011,SAINT JOSEPH HOSPITAL LONDON,KY,40741,LAUREL,15.5,11.7,10
180012,HARDIN MEMORIAL HOSPITAL,KY,42701,HARDIN,15.4,10.3,12.2
180013,THE MEDICAL CENTER AT BOWLING GREEN,KY,42101,WARREN,16,9.9,12.6
180016,JEWISH HOSPITAL - SHELBYVILLE,KY,40065,SHELBY,16.5,11.8,15
180017,T J SAMSON COMMUNITY HOSPITAL,KY,42141,BARREN,17.7,11.6,13.4
180018,ST CLAIRE REGIONAL MEDICAL CENTER,KY,40351,ROWAN,15.5,10.9,10.2
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,KY,41056,MASON,16.1,11.9,16.8
180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,KY,40965,BELL,15,16,12.2
180021,PINEVILLE COMMUNITY HOSPITAL,KY,40977,BELL,17.2,9.7,9.7
180024,SPRING VIEW HOSPITAL,KY,40033,MARION,Not Available,10.5,14.1
180025,FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,KY,40004,NELSON,16,13.9,10
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,KY,42071,CALLOWAY,20,11.6,12.1
180029,HAZARD ARH REGIONAL MEDICAL CENTER,KY,41701,PERRY,17.7,11.3,13.3
180035,ST ELIZABETH MEDICAL CENTER NORTH,KY,41014,KENTON,12.2,11.7,10.5
180036,OUR LADY OF BELLEFONTE HOSPITAL,KY,41101,GREENUP,13.9,11,12.2
180038,OWENSBORO MEDICAL HEALTH SYSTEM,KY,42303,DAVIESS,15.1,9.5,9.6
180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,40202,JEFFERSON,14.9,10.5,11.7
180043,MEMORIAL HOSPITAL,KY,40962,CLAY,15.6,10.7,10.9
180044,PIKEVILLE MEDICAL CENTER,KY,41501,PIKE,19,10.4,14.9
180045,ST ELIZABETH FLORENCE,KY,41042,BOONE,14.8,11.4,10.2
180046,BOURBON COMMUNITY HOSPITAL,KY,40361,BOURBON,Not Available,11.9,10.5
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,KY,40422,BOYLE,12.3,11.6,12.3
180049,PATTIE A CLAY REGIONAL MEDICAL CENTER,KY,40475,MADISON,18.1,14.6,13.9
180050,HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,KY,40831,HARLAN,17.2,11.2,12
180051,JENNIE STUART MEDICAL CENTER,KY,42240,CHRISTIAN,17.9,10.7,16.6
180053,FLEMING COUNTY HOSPITAL,KY,41041,FLEMING,Not Available,10.5,12.1
180056,METHODIST HOSPITAL,KY,42420,HENDERSON,15.2,11.5,11.3
180064,SAINT JOSEPH MOUNT STERLING,KY,40353,MONTGOMERY,Not Available,12.3,14.5
180066,LOGAN MEMORIAL HOSPITAL,KY,42276,LOGAN,Not Available,9.5,12.3
180067,UNIVERSITY OF KENTUCKY HOSPITAL,KY,40536,FAYETTE,18.9,14.4,14.5
180069,WILLIAMSON ARH HOSPITAL,KY,41503,PIKE,Not Available,10.9,9.9
18006F,LOUISVILLE VA MEDICAL CENTER,KY,40206,JEFFERSON,16.4,12.3,15.5
180070,TWIN LAKES REGIONAL MEDICAL CENTER,KY,42754,GRAYSON,Not Available,12.9,10.8
180078,PAUL B HALL REGIONAL MEDICAL CENTER,KY,41240,JOHNSON,Not Available,12.6,13.1
180079,HARRISON MEMORIAL HOSPITAL,KY,41031,HARRISON,Not Available,13.6,17.4
18007F,LEXINGTON-LEESTOWN VA MEDICAL CENTER,KY,40511,FAYETTE,14.8,12.9,16.9
180080,BAPTIST REGIONAL MEDICAL CENTER,KY,40701,KNOX,18.8,9.8,14.2
180087,TAYLOR REGIONAL HOSPITAL,KY,42718,TAYLOR,15.3,10.6,10.4
180088,"NORTON HOSPITALS, INC",KY,40202,JEFFERSON,15.2,10.6,10.8
180092,CLARK REGIONAL MEDICAL CENTER,KY,40391,CLARK,13.8,12,9.1
180093,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,KY,42431,HOPKINS,18.1,12.7,12.4
180095,CRITTENDEN HEALTH SYSTEM,KY,42064,CRITTENDEN,15.2,10.9,11.6
180101,GEORGETOWN COMMUNITY HOSPITAL,KY,40324,SCOTT,Not Available,12.7,13.9
180102,LOURDES HOSPITAL,KY,42001,MCCRACKEN,16.8,13,11.7
180103,CENTRAL BAPTIST HOSPITAL,KY,40503,FAYETTE,13.2,12,11.1
180104,WESTERN BAPTIST HOSPITAL,KY,42003,MCCRACKEN,15.7,12.4,11.3
180105,MONROE COUNTY MEDICAL CENTER,KY,42167,MONROE,16.9,10.4,12.2
180106,"CLINTON COUNTY HOSPITAL, INC",KY,42602,CLINTON,Not Available,11.3,13.3
180115,ROCKCASTLE REG HOSPITAL & RESPIRATORY CARE CTR,KY,40456,ROCKCASTLE,Not Available,12.1,16.6
180116,JACKSON PURCHASE MEDICAL CENTER,KY,42066,GRAVES,16.5,13,12.9
180117,PARKWAY REGIONAL HOSPITAL,KY,42041,FULTON,Not Available,9.8,13.1
180124,GREENVIEW REGIONAL HOSPITAL,KY,42104,WARREN,15.9,14,16.1
180127,FRANKFORT REGIONAL MEDICAL CENTER,KY,40601,FRANKLIN,15.5,12.9,10.7
180128,THREE RIVERS MEDICAL CENTER,KY,41230,LAWRENCE,Not Available,11.7,10.9
180130,BAPTIST HOSPITAL EAST,KY,40207,JEFFERSON,13.9,9.9,11.3
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,KY,42502,PULASKI,17.7,15.9,16
180138,BAPTIST HOSPITAL NORTHEAST,KY,40031,OLDHAM,16.4,9.9,10.6
180139,KENTUCKY RIVER MEDICAL CENTER,KY,41339,BREATHITT,17.3,12.3,13.2
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,KY,40202,JEFFERSON,18.3,13.5,15.6
180143,SAINT JOSEPH EAST,KY,40509,FAYETTE,14.7,10.7,11.4
180149,WESTLAKE REGIONAL HOSPITAL,KY,42728,ADAIR,Not Available,9,10.5
181301,MARCUM AND WALLACE MEMORIAL HOSPITAL,KY,40336,ESTILL,Not Available,12.1,12.7
181302,THE JAMES B HAGGIN MEMORIAL HOSPITAL,KY,40330,MERCER,Not Available,13.6,13.1
181303,NICHOLAS COUNTY HOSPITAL,KY,40311,NICHOLAS,Not Available,Not Available,11.6
181304,TRIGG COUNTY HOSPITAL,KY,42211,TRIGG,Not Available,12.9,12.5
181305,SAINT JOSEPH MARTIN,KY,41649,FLOYD,Not Available,10.9,11.8
181306,METHODIST HOSPITAL UNION COUNTY,KY,42437,UNION,Not Available,12.3,11.4
181307,MORGAN COUNTY ARH HOSPITAL,KY,41472,MORGAN,Not Available,11.1,11.5
181308,BLUEGRASS COMMUNITY HOSPITAL,KY,40383,WOODFORD,Not Available,Not Available,13.5
181309,CASEY COUNTY HOSPITAL,KY,42539,CASEY,Not Available,11.6,8.6
181310,CARROLL COUNTY HOSPITAL,KY,41008,CARROLL,Not Available,12.5,13.2
181311,ST ELIZABETH GRANT,KY,41097,GRANT,Not Available,12,12.1
181312,NEW HORIZONS MEDICAL CENTER,KY,40359,OWEN,Not Available,10.6,10.4
181314,CAVERNA MEMORIAL HOSPITAL,KY,42749,HART,Not Available,12,13.8
181315,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,KY,40484,LINCOLN,Not Available,11.7,13.8
181316,MARY BRECKINRIDGE ARH HOSPITAL,KY,41749,LESLIE,Not Available,11.4,11
181317,CUMBERLAND COUNTY HOSPITAL,KY,42717,CUMBERLAND,Not Available,13.2,13.8
181318,THE MEDICAL CENTER AT FRANKLIN,KY,42135,SIMPSON,Not Available,10.8,12.8
181319,BRECKINRIDGE MEMORIAL HOSPITAL,KY,40143,BRECKINRIDGE,Not Available,12.8,12.4
181320,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",KY,42078,LIVINGSTON,Not Available,12.4,11.5
181321,WAYNE COUNTY HOSPITAL,KY,42633,WAYNE,Not Available,13,9.4
181322,CALDWELL MEDICAL CENTER,KY,42445,CALDWELL,Not Available,16.8,21.2
181323,OHIO COUNTY HOSPITAL,KY,42347,OHIO,Not Available,13.7,10.1
181324,THE MEDICAL CENTER AT SCOTTSVILLE,KY,42164,ALLEN,Not Available,13.4,14.1
181325,JANE TODD CRAWFORD HOSPITAL,KY,42743,GREEN,Not Available,Not Available,13.1
181327,MARSHALL COUNTY HOSPITAL,KY,42025,MARSHALL,Not Available,12.6,14.7
181328,KNOX COUNTY HOSPITAL,KY,40906,KNOX,15.1,11.8,13.5
181329,SAINT JOSEPH BEREA,KY,40403,MADISON,Not Available,12.8,12.1
181330,RUSSELL COUNTY HOSPITAL,KY,42642,RUSSELL,Not Available,11.9,14.6
181331,MCDOWELL ARH HOSPITAL,KY,41647,FLOYD,Not Available,11,10.8
190001,WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER,LA,70427,WASHINGTON,17,10.2,12
190002,LAFAYETTE GENERAL MEDICAL CENTER,LA,70503,LAFAYETTE,18.7,13.8,14.6
190003,DAUTERIVE HOSPITAL,LA,70563,IBERIA,15.9,11.7,12.1
190004,THIBODAUX REGIONAL MEDICAL CENTER,LA,70301,LAFOURCHE,17.4,15.2,16.5
190005,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT,LA,70112,ORLEANS,16.4,11.7,12.7
190006,UNIVERSITY MEDICAL CENTER,LA,70506,LAFAYETTE,Not Available,12.5,Not Available
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,LA,71457,NATCHITOCHES,13.7,9.5,11.3
190008,TERREBONNE GENERAL MEDICAL CENTER,LA,70360,TERREBONNE,17,12,18.8
190009,HUEY P LONG MEDICAL CENTER,LA,71360,RAPIDES,Not Available,Not Available,Not Available
190011,E A CONWAY MEDICAL CENTER,LA,71202,OUACHITA,Not Available,12.6,11.5
190013,WEST CALCASIEU CAMERON HOSPITAL,LA,70663,CALCASIEU,15.2,13,13.7
190014,TECHE REGIONAL MEDICAL CENTER,LA,70381,SAINT MARY,17.4,12.2,14.3
190015,"NORTH OAKS MEDICAL CENTER, LLC",LA,70403,TANGIPAHOA,15.9,10.1,11.7
190017,OPELOUSAS GENERAL HEALTH SYSTEM,LA,70570,SAINT LANDRY,15.9,12.4,13.7
190019,CHRISTUS ST FRANCES CABRINI HOSPITAL,LA,71301,RAPIDES,16.1,10.6,12
190020,LANE REGIONAL MEDICAL CENTER,LA,70791,EAST BATON ROUGE,15.8,12.8,11.8
190025,SAVOY MEDICAL CENTER,LA,70554,EVANGELINE,14.7,10.6,13.2
190026,RAPIDES REGIONAL MEDICAL CENTER,LA,71301,RAPIDES,16.5,11,14.3
190027,CHRISTUS ST PATRICK HOSPITAL,LA,70601,CALCASIEU,14.5,12.6,11.1
190034,ABBEVILLE GENERAL HOSPITAL,LA,70510,VERMILION,Not Available,15.7,12
190036,OCHSNER FOUNDATION HOSPITAL,LA,70121,JEFFERSON,14.3,10.5,9.8
190039,WEST JEFFERSON MEDICAL CENTER,LA,70072,JEFFERSON,16.6,11,10.6
190040,SLIDELL MEMORIAL HOSPITAL,LA,70458,SAINT TAMMANY,15.3,11.4,10.1
190041,CHRISTUS SCHUMPERT HEALTH SYSTEM,LA,71101,CADDO,16.9,11.1,12.6
190044,AMERICAN LEGION HOSPITAL,LA,70526,ACADIA,Not Available,11.7,15.7
190045,ST TAMMANY PARISH HOSPITAL,LA,70433,SAINT TAMMANY,14.3,11.8,10.6
190046,TOURO INFIRMARY,LA,70115,ORLEANS,14.3,9.2,12
190050,BEAUREGARD MEMORIAL HOSPITAL,LA,70634,BEAUREGARD,15.9,12.7,12.7
190053,JENNINGS AMERICAN LEGION HOSPITAL,LA,70546,JEFFERSON DAVIS,17.4,13.2,13.8
190054,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,LA,70562,IBERIA,17.2,15.3,17.1
190060,LAKE CHARLES MEMORIAL HOSPITAL,LA,70601,CALCASIEU,14.9,13.3,14.9
190064,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,LA,70808,EAST BATON ROUGE,15.9,15.6,14.5
190065,BATON ROUGE GENERAL MEDICAL CENTER,LA,70806,EAST BATON ROUGE,13.8,11.8,12.3
190079,ST CHARLES PARISH HOSPITAL,LA,70070,SAINT CHARLES,Not Available,10.5,11.2
190081,WEST CARROLL MEMORIAL HOSPITAL,LA,71263,WEST CARROLL,Not Available,10.8,11.8
190086,NORTHERN LOUISIANA MEDICAL CENTER,LA,71270,LINCOLN,17.2,11.7,15.5
190088,SPRINGHILL MEDICAL CENTER,LA,71075,WEBSTER,Not Available,10.4,10.5
190090,WINN PARISH MEDICAL CENTER,LA,71483,WINN,Not Available,10.6,15.5
190098,LSU HEALTH SCIENCES CENTER - SHREVEPORT,LA,71130,CADDO,17.3,10.1,12.5
190099,AVOYELLES HOSPITAL,LA,71351,AVOYELLES,Not Available,13.7,11.5
190102,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",LA,70508,LAFAYETTE,16.9,11.3,11.7
190106,OAKDALE COMMUNITY HOSPITAL,LA,71463,ALLEN,Not Available,9.1,9.3
190111,WILLIS KNIGHTON MEDICAL CENTER,LA,71103,CADDO,14.9,8.4,8.4
190114,HOMER MEMORIAL HOSPITAL,LA,71040,CLAIBORNE,16.3,10.6,12.5
190116,MOREHOUSE GENERAL HOSPITAL,LA,71220,MOREHOUSE,Not Available,13.5,14.2
190118,DESOTO REGIONAL HEALTH SYSTEM,LA,71052,DE SOTO,Not Available,10.7,10.4
190122,EARL K LONG MEDICAL CENTER,LA,70805,EAST BATON ROUGE,Not Available,Not Available,Not Available
190125,ST FRANCIS MEDICAL CENTER,LA,71201,OUACHITA,13.6,10.1,10.6
190128,WOMAN'S HOSPITAL,LA,70815,EAST BATON ROUGE,Not Available,Not Available,Not Available
190133,ALLEN PARISH HOSPITAL,LA,70648,ALLEN,Not Available,11.2,11.2
190135,OCHSNER BAPTIST MEDICAL CENTER LLC,LA,70115,ORLEANS,Not Available,11,12.2
190140,FRANKLIN MEDICAL CENTER,LA,71295,FRANKLIN,Not Available,13.4,15.8
190144,MINDEN MEDICAL CENTER,LA,71055,WEBSTER,16.7,13.3,13.1
190145,LASALLE GENERAL HOSPITAL,LA,71342,LA SALLE,Not Available,11.2,11.8
190146,EAST JEFFERSON GENERAL HOSPITAL,LA,70006,JEFFERSON,15.9,12.9,10.8
190151,RICHARDSON MEDICAL CENTER,LA,71269,RICHLAND,Not Available,12.6,14.2
190160,GLENWOOD REGIONAL MEDICAL CENTER,LA,71291,OUACHITA,17.7,11.2,15
190161,W O MOSS REGIONAL MEDICAL CENTER,LA,70607,CALCASIEU,Not Available,Not Available,Not Available
190164,BYRD REGIONAL HOSPITAL,LA,71446,VERNON,16.7,10.8,9.7
190167,MERCY REGIONAL MEDICAL CENTER,LA,70586,EVANGELINE,15.1,9.1,9.4
190175,RIVER PARISHES HOSPITAL,LA,70068,ST JOHN THE BAPTIST,19.9,14.5,16.8
190176,TULANE MEDICAL CENTER,LA,70112,ORLEANS,17.7,10.4,14.2
190177,LAKEVIEW REGIONAL MEDICAL CENTER,LA,70433,SAINT TAMMANY,19.2,10.2,10.7
190183,LEONARD J CHABERT MEDICAL CENTER,LA,70363,TERREBONNE,Not Available,11.3,12.8
190184,CITIZENS MEDICAL CENTER,LA,71418,CALDWELL,Not Available,11,12.3
190190,CALDWELL MEMORIAL HOSPITAL,LA,71418,CALDWELL,Not Available,9.2,9.7
190199,VILLA FELICIANA MEDICAL COMPLEX,LA,70748,EAST FELICIANA,Not Available,Not Available,Not Available
190201,WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES,LA,70605,CALCASIEU,Not Available,Not Available,Not Available
190202,OCHSNER MEDICAL CENTER-BATON ROUGE,LA,70816,EAST BATON ROUGE,15.4,12.7,14.6
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, LLC",LA,70461,SAINT TAMMANY,16,11.6,11.8
190205,THE REGIONAL MEDICAL CENTER OF ACADIANA,LA,70506,LAFAYETTE,16.7,12.1,10.7
190208,EAST CARROLL PARISH HOSPITAL,LA,71254,EAST CARROLL,Not Available,10,12.8
190218,SABINE MEDICAL CENTER,LA,71449,SABINE,16.1,13.6,12.6
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,LA,71111,BOSSIER,17,10.2,10.8
190241,PHYSICIANS MEDICAL CENTER,LA,70360,TERREBONNE,Not Available,Not Available,Not Available
190242,ST ELIZABETH HOSPITAL,LA,70737,ASCENSION,16.4,13.2,11.8
190245,MONROE SURGICAL HOSPITAL,LA,71201,OUACHITA,Not Available,Not Available,Not Available
190246,P & S SURGICAL HOSPITAL,LA,71201,OUACHITA,Not Available,Not Available,Not Available
190250,"LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC",LA,70445,SAINT TAMMANY,17.4,10.7,10
190251,SURGICAL SPECIALTY CENTER OF BATON ROUGE,LA,70810,EAST BATON ROUGE,Not Available,Not Available,Not Available
190255,PARK PLACE SURGICAL HOSPITAL,LA,70503,LAFAYETTE,Not Available,Not Available,Not Available
190256,DOCTORS' HOSPITAL OF SLIDELL,LA,70458,SAINT TAMMANY,Not Available,Not Available,Not Available
190257,GREEN CLINIC SURGICAL HOSPITAL,LA,71270,LINCOLN,Not Available,Not Available,Not Available
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,LA,70508,LAFAYETTE,Not Available,Not Available,Not Available
190261,OUACHITA COMMUNITY HOSPITAL,LA,71291,OUACHITA,Not Available,Not Available,Not Available
190263,HEART HOSPITAL OF LAFAYETTE,LA,70508,LAFAYETTE,14.7,10.8,10.6
190266,THE NEUROMEDICAL CENTER HOSPITAL,LA,70810,EAST BATON ROUGE,Not Available,Not Available,Not Available
190267,FAIRWAY MEDICAL CENTER,LA,70433,SAINT TAMMANY,Not Available,Not Available,Not Available
190268,LAFAYETTE GENERAL SURGICAL HOSPITAL,LA,70503,LAFAYETTE,Not Available,Not Available,Not Available
190270,SOUTHERN SURGICAL HOSPITAL,LA,70458,SAINT TAMMANY,Not Available,Not Available,Not Available
190273,GREATER BATON ROUGE SURGICAL HOSPITAL,LA,70807,EAST BATON ROUGE,Not Available,Not Available,Not Available
190274,OCHSNER MEDICAL CENTER-KENNER LLC,LA,70065,JEFFERSON,15.9,10.6,12.4
190278,SPECIALISTS HOSPITAL SHREVEPORT,LA,71101,CADDO,Not Available,Not Available,Not Available
190297,DOCTORS HOSPITAL AT DEER CREEK LLC,LA,71446,VERNON,Not Available,Not Available,10.5
190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,LA,71301,RAPIDES,Not Available,Not Available,Not Available
190303,CYPRESS POINTE SURGICAL HOSPITAL,LA,70403,TANGIPAHOA,Not Available,Not Available,Not Available
190304,IBERIA REHABILITATION HOSPITAL,LA,70560,IBERIA,Not Available,Not Available,Not Available
190307,SOUTH CAMERON MEMORIAL HOSPITAL,LA,70631,CAMERON,Not Available,Not Available,Not Available
19043F,ALEXANDRIA VA MEDICAL CENTER,LA,71360,RAPIDES,Not Available,10.5,11.4
191301,UNION GENERAL HOSPITAL,LA,71241,UNION,Not Available,12,14.9
191302,ST MARTIN HOSPITAL,LA,70517,SAINT MARTIN,Not Available,Not Available,9.7
191303,ASSUMPTION COMMUNITY HOSPITAL,LA,70390,ASSUMPTION,Not Available,Not Available,Not Available
191305,ST JAMES PARISH HOSPITAL,LA,70071,SAINT JAMES,Not Available,Not Available,13.4
191306,WEST FELICIANA PARISH HOSPITAL,LA,70775,WEST FELICIANA,Not Available,Not Available,Not Available
191315,HARDTNER MEDICAL CENTER,LA,71465,LA SALLE,Not Available,11.8,11.2
191316,POINTE COUPEE GENERAL HOSPITAL,LA,70760,POINTE COUPEE,Not Available,13.5,9.7
191317,JACKSON PARISH HOSPITAL,LA,71251,JACKSON,Not Available,11.8,14.5
191320,BIENVILLE MEDICAL CENTER,LA,71001,BIENVILLE,Not Available,Not Available,11
191321,LALLIE KEMP MEDICAL CENTER,LA,70443,TANGIPAHOA,Not Available,Not Available,Not Available
191322,ABROM KAPLAN MEMORIAL HOSPITAL,LA,70548,VERMILION,Not Available,16.4,16.4
191323,RICHLAND PARISH HOSPITAL-DELHI,LA,71232,RICHLAND,Not Available,11.3,9.2
191324,OCHSNER ST ANNE GENERAL HOSPITAL,LA,70394,LAFOURCHE,Not Available,13.6,11.8
191325,LADY OF THE SEA GENERAL HOSPITAL,LA,70345,LAFOURCHE,Not Available,11.4,12
191326,REEVES MEMORIAL MEDICAL CENTER,LA,71222,UNION,Not Available,Not Available,11.6
200001,ST JOSEPH HOSPITAL,ME,4401,PENOBSCOT,13.9,9.9,10.9
200002,MILES MEMORIAL HOSPITAL (LINCOLN COUNTY HEALTHCARE,ME,4543,LINCOLN,14.8,9.5,8.4
200008,MERCY HOSPITAL,ME,4101,CUMBERLAND,16.3,10.1,11.6
200009,MAINE MEDICAL CENTER,ME,4102,CUMBERLAND,14.9,11.6,12.9
200018,"AROOSTOOK MEDICAL CENTER,THE",ME,4769,AROOSTOOK,14.3,10.2,10.9
200019,SOUTHERN MAINE MEDICAL CENTER,ME,4005,YORK,15.3,13,12.3
200020,YORK HOSPITAL,ME,3909,YORK,12.6,12.1,11
200021,MID COAST HOSPITAL,ME,4011,CUMBERLAND,17.3,12.7,16.2
200024,CENTRAL MAINE MEDICAL CENTER,ME,4240,ANDROSCOGGIN,14.7,13.8,11.1
200025,PARKVIEW ADVENTIST MEDICAL CENTER,ME,4011,CUMBERLAND,16.2,10,11.2
200031,CARY MEDICAL CENTER,ME,4736,AROOSTOOK,16.2,10.9,9
200033,EASTERN MAINE MEDICAL CENTER,ME,4401,PENOBSCOT,13.5,11.6,10.3
200034,ST MARYS REGIONAL MEDICAL CENTER,ME,4240,ANDROSCOGGIN,16.2,11.9,9.9
200037,FRANKLIN MEMORIAL HOSPITAL,ME,4938,FRANKLIN,16.8,12.4,11
200039,MAINE GENERAL MEDICAL CENTER,ME,4330,KENNEBEC,14.7,10.1,13.6
20003F,TOGUS VA MEDICAL CENTER,ME,4330,BETHEL,Not Available,11.5,11.6
200040,HENRIETTA D GOODALL HOSPITAL,ME,4073,YORK,15,11.5,13.4
200041,INLAND HOSPITAL,ME,4901,KENNEBEC,14.6,11.2,10.6
200050,MAINE COAST MEMORIAL HOSPITAL,ME,4605,HANCOCK,15.5,13.6,12
200052,NORTHERN MAINE MEDICAL CENTER,ME,4743,AROOSTOOK,14.7,13.6,12.7
200063,PENOBSCOT BAY MEDICAL CENTER,ME,4856,KNOX,15.3,10.3,12.3
201300,BLUE HILL MEMORIAL HOSPITAL,ME,4614,HANCOCK,16.7,11.6,11.5
201301,CHARLES A DEAN MEMORIAL HOSPITAL,ME,4441,PISCATAQUIS,Not Available,Not Available,11.5
201302,ST ANDREWS HOSPITAL (LINCOLN COUNTY HEALTHCARE),ME,4538,LINCOLN,Not Available,Not Available,14.3
201303,PENOBSCOT VALLEY HOSPITAL,ME,4457,PENOBSCOT,18.4,13.2,13.7
201304,MOUNT DESERT ISLAND HOSPITAL,ME,4609,HANCOCK,16.6,11.4,12
201305,CALAIS REGIONAL HOSPITAL,ME,4619,WASHINGTON,17.1,11.9,11.3
201306,RUMFORD  HOSPITAL,ME,4276,OXFORD,16.2,13.7,14.6
201307,MILLINOCKET REGIONAL HOSPITAL,ME,4462,PENOBSCOT,16.6,11.6,10.9
201308,HOULTON REGIONAL HOSPITAL,ME,4730,AROOSTOOK,16.4,10.4,9.2
201309,MAYO REGIONAL HOSPITAL,ME,4426,PISCATAQUIS,18.1,11,14.4
201310,BRIDGTON HOSPITAL,ME,4009,CUMBERLAND,Not Available,12.6,10
201311,DOWN EAST COMMUNITY HOSPITAL,ME,4654,WASHINGTON,15.3,10.5,11.5
201312,WALDO COUNTY GENERAL HOSPITAL,ME,4915,WALDO,16.2,12.8,12.3
201313,SEBASTICOOK VALLEY HOSPITAL (HEALTH),ME,4967,SOMERSET,14.5,14.2,11.2
201314,REDINGTON FAIRVIEW GENERAL HOSPITAL,ME,4976,SOMERSET,17.2,12.9,9.2
201315,STEPHENS MEMORIAL HOSPITAL,ME,4268,OXFORD,15.9,12.1,14.6
210001,MERITUS MEDICAL CENTER,MD,21742,WASHINGTON,17.1,11.3,12.5
210002,UNIVERSITY OF MARYLAND MEDICAL CENTER,MD,21201,BALTIMORE CITY,18,9.6,12.7
210003,PRINCE GEORGES HOSPITAL CENTER,MD,20785,PRINCE GEORGES,15.1,11.6,13
210004,HOLY CROSS HOSPITAL,MD,20910,MONTGOMERY,13.8,11.5,9.6
210005,FREDERICK MEMORIAL HOSPITAL,MD,21701,FREDERICK,15.1,9.6,9.8
210006,HARFORD MEMORIAL HOSPITAL,MD,21078,HARFORD,18.1,11.3,11.5
210007,SAINT JOSEPH MEDICAL CENTER,MD,21204,BALTIMORE,15,11.3,9.5
210008,MERCY MEDICAL CENTER INC,MD,21202,BALTIMORE CITY,14.8,9.1,11.2
210009,"JOHNS HOPKINS HOSPITAL, THE",MD,21287,BALTIMORE CITY,12.4,9.6,10.2
210011,SAINT AGNES HOSPITAL,MD,21229,BALTIMORE CITY,16.6,9.3,11.1
210012,SINAI HOSPITAL OF BALTIMORE,MD,21215,BALTIMORE CITY,15.2,10.1,9.7
210013,BON SECOURS HOSPITAL,MD,21223,BALTIMORE CITY,Not Available,10.9,9.6
210015,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,MD,21237,BALTIMORE,14.8,8.8,9.3
210016,WASHINGTON ADVENTIST HOSPITAL,MD,20912,MONTGOMERY,14.8,10,11
210017,GARRETT COUNTY MEMORIAL HOSPITAL,MD,21550,GARRETT,15.4,14,13.5
210018,MEDSTAR MONTGOMERY MEDICAL CENTER,MD,20832,MONTGOMERY,14.7,12.6,9.3
210019,PENINSULA REGIONAL MEDICAL CENTER,MD,21801,WICOMICO,14.3,10.6,10.6
210022,SUBURBAN HOSPITAL,MD,20814,MONTGOMERY,14.5,11.8,9.9
210023,ANNE ARUNDEL MEDICAL CENTER,MD,21401,ANNE ARUNDEL,15.2,14,12
210024,MEDSTAR UNION MEMORIAL HOSPITAL,MD,21218,BALTIMORE CITY,17,11.3,11.3
210027,WESTERN MARYLAND REGIONAL MEDICAL CENTER,MD,21502,ALLEGANY,16.2,12.1,12.6
210028,MEDSTAR SAINT MARY'S HOSPITAL,MD,20650,SAINT MARYS,16.1,10.2,13.1
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,MD,21224,BALTIMORE CITY,17,11,10.7
210030,CHESTER RIVER HOSPITAL CENTER,MD,21620,KENT,14.8,10.2,11.2
210032,UNION HOSPITAL OF CECIL COUNTY,MD,21921,CECIL,13.9,10.7,9.9
210033,CARROLL HOSPITAL CENTER,MD,21157,CARROLL,14.3,13.5,9.7
210034,MEDSTAR HARBOR HOSPITAL,MD,21225,BALTIMORE CITY,14.7,10,9.2
210035,CIVISTA MEDICAL CENTER,MD,20646,CHARLES,15,9.7,14.2
210037,MEMORIAL HOSPITAL AT EASTON,MD,21601,TALBOT,13.7,11.1,10.6
210038,MARYLAND GENERAL  HOSPITAL,MD,21201,BALTIMORE CITY,Not Available,9.6,10.8
210039,CALVERT MEMORIAL HOSPITAL,MD,20678,CALVERT,14.8,11.2,10.1
210040,NORTHWEST HOSPITAL CENTER,MD,21133,BALTIMORE,15.9,9.9,12.6
